N_OVO,P_OVO,AL_ALB,PH_ALB,P_GE,C_GE,YH,YD,YI,HU,F_Q,P_CA,MEDIA_E_CA,OV,L,B,W,L2,L4,D4,TEMPO,CL_PESO_Extra,CL_PESO_Grande,CL_PESO_Médio,CL_PESO_Pequeno,RK_A ,RK_AA,RK_B ,RK_C 
ovo589,71.5,5.1,10.2,16.42,5.0,14.1,41.3,0.341,64.8,4.97,6.87,0.41,3.0,62.72,45.63,-0.78,31.36,15.68,38.47,14,1,0,0,0,1,0,0,0
ovo590,60.2,5.5,10.6,17.189,5.0,14.4,44.3,0.325,72.9,3.59,6.246,0.41,1.0,57.1,44.03,0.73,28.55,14.28,37.07,14,0,1,0,0,0,1,0,0
ovo591,60.1,4.6,10.0,18.176,5.0,15.8,48.0,0.329,65.0,4.35,5.343,0.38,2.0,57.6,43.95,1.58,28.8,14.4,37.81,14,0,1,0,0,1,0,0,0
ovo592,66.1,4.5,10.0,21.259,5.0,16.5,46.3,0.356,61.1,2.67,5.27,0.33,1.0,59.7,46.01,1.18,29.85,14.93,41.35,14,1,0,0,0,1,0,0,0
ovo593,59.2,3.6,10.1,18.174,5.0,14.3,45.3,0.316,54.5,3.74,5.686,0.37,1.0,57.01,43.92,0.85,28.51,14.25,39.3,14,0,1,0,0,0,0,1,0
ovo594,66.9,4.3,10.2,17.724,5.0,13.6,45.0,0.302,58.5,4.75,6.371,0.37,2.0,60.44,45.26,1.3,30.22,15.11,39.85,14,1,0,0,0,0,0,1,0
ovo595,56.3,4.4,10.1,20.471,5.0,13.3,45.7,0.291,64.8,2.42,5.487,0.38,3.0,57.17,42.49,-0.75,28.59,14.29,35.25,14,0,1,0,0,1,0,0,0
ovo596,60.3,4.0,10.3,19.422,5.0,13.4,48.0,0.279,58.6,4.25,5.942,0.4,2.0,55.78,44.93,-0.82,27.89,13.95,38.98,14,0,1,0,0,0,0,1,0
ovo597,66.4,6.9,10.0,19.254,5.0,16.6,46.7,0.355,81.1,2.73,5.76,0.37,2.0,63.9,45.62,2.92,31.95,15.98,38.38,14,1,0,0,0,0,1,0,0
ovo598,59.8,4.9,10.0,16.842,5.0,13.8,43.0,0.321,67.9,4.69,5.506,0.37,2.0,58.0,44.28,0.89,29.0,14.5,37.05,14,0,1,0,0,1,0,0,0
ovo599,72.0,3.3,10.0,21.024,6.0,13.3,47.0,0.283,41.9,2.39,6.445,0.36,1.0,62.36,46.86,0.59,31.18,15.59,41.19,14,1,0,0,0,0,0,1,0
ovo600,58.0,4.1,10.6,17.82,6.0,14.3,44.3,0.323,60.9,4.16,5.472,0.37,1.0,58.37,42.72,0.85,29.19,14.59,36.78,14,0,1,0,0,1,0,0,0
ovo602,58.6,4.5,10.1,18.085,7.0,11.5,46.7,0.246,64.7,4.14,6.145,0.37,3.0,61.07,45.01,0.0,30.54,15.27,39.86,21,0,1,0,0,1,0,0,0
ovo603,71.8,2.5,10.2,19.642,6.0,11.1,49.0,0.227,26.4,5.27,7.526,0.43,2.0,59.87,47.18,-0.93,29.94,14.97,42.57,21,1,0,0,0,0,0,0,1
ovo604,64.7,3.5,10.2,20.572,7.0,10.8,51.7,0.209,49.8,3.69,6.466,0.39,1.0,57.12,45.92,-1.27,28.56,14.28,39.45,21,0,1,0,0,0,0,1,0
ovo606,59.3,3.4,10.2,17.89,6.0,11.0,49.7,0.221,51.9,3.01,5.162,0.36,1.0,55.25,45.1,0.71,27.63,13.81,36.48,21,0,1,0,0,0,0,1,0
ovo607,59.2,3.4,9.9,18.448,6.0,12.3,49.0,0.251,51.9,3.33,5.646,0.36,4.0,58.56,44.77,-1.49,29.28,14.64,39.26,21,0,1,0,0,0,0,1,0
ovo609,56.6,3.3,10.1,16.741,6.0,10.6,47.0,0.226,52.3,4.38,5.849,0.39,2.0,55.96,42.97,0.0,27.98,13.99,38.23,21,0,1,0,0,0,0,1,0
ovo610,66.1,3.6,10.1,19.844,6.0,12.3,50.0,0.246,50.3,4.38,6.815,0.4,2.0,58.89,45.32,0.0,29.45,14.72,39.49,21,1,0,0,0,0,0,1,0
ovo611,57.3,3.5,9.9,17.216,5.0,11.5,47.0,0.245,54.4,2.9,5.895,0.41,2.0,58.95,43.23,0.0,29.48,14.74,36.12,21,0,1,0,0,0,0,1,0
ovo615,60.1,3.0,9.9,17.343,6.0,12.3,46.3,0.266,45.7,4.07,6.351,0.39,4.0,57.28,44.05,0.0,28.64,14.32,38.46,21,0,1,0,0,0,0,1,0
ovo616,64.8,3.6,10.1,20.253,7.0,14.6,48.3,0.302,51.1,4.86,6.455,0.4,4.0,58.59,45.79,0.0,29.3,14.65,38.28,21,0,1,0,0,0,0,1,0
ovo617,53.3,3.0,10.0,17.448,7.0,13.1,44.7,0.293,50.5,4.07,5.424,0.38,1.0,57.57,41.38,1.07,28.79,14.39,35.34,21,0,0,1,0,0,0,1,0
ovo618,73.2,3.4,10.2,21.31,5.0,13.1,48.0,0.273,42.8,1.4,5.805,0.36,2.0,62.99,46.76,0.93,31.5,15.75,41.44,21,1,0,0,0,0,0,1,0
ovo619,50.8,3.3,10.4,15.906,6.0,10.5,48.7,0.216,56.0,4.43,5.29,0.38,2.0,53.84,41.84,1.02,26.92,13.46,37.52,21,0,0,1,0,0,0,1,0
ovo620,59.0,3.4,10.6,19.475,6.0,10.6,50.0,0.212,52.0,3.68,6.501,0.38,2.0,58.69,43.14,1.1,29.35,14.67,37.57,21,0,1,0,0,0,0,1,0
ovo621,54.9,4.4,9.8,19.415,6.0,14.4,46.7,0.308,65.5,3.62,5.741,0.37,2.0,55.28,43.96,0.8,27.64,13.82,37.87,21,0,0,1,0,1,0,0,0
ovo624,67.1,3.1,10.1,19.511,6.0,11.5,49.3,0.233,42.2,3.16,6.368,0.38,4.0,61.83,45.38,0.0,30.92,15.46,37.75,21,1,0,0,0,0,0,1,0
ovo625,60.9,3.8,10.4,16.95,6.0,10.3,48.3,0.213,55.9,2.71,4.771,0.3,3.0,57.85,45.09,0.0,28.93,14.46,37.3,21,0,1,0,0,0,0,1,0
ovo626,59.6,3.9,10.3,15.88,6.0,12.6,43.7,0.288,57.8,3.7,5.338,0.37,2.0,58.03,43.59,0.0,29.02,14.51,35.96,21,0,1,0,0,0,0,1,0
ovo627,59.5,3.3,10.5,18.536,6.0,10.0,52.7,0.19,50.4,3.79,6.295,0.38,1.0,55.34,44.7,1.45,27.67,13.84,37.53,21,0,1,0,0,0,0,1,0
ovo629,67.4,4.3,10.4,19.234,6.0,13.4,47.7,0.281,58.3,4.64,7.172,0.41,3.0,58.57,45.83,1.24,29.29,14.64,42.89,21,1,0,0,0,0,0,1,0
ovo630,62.5,3.1,10.3,20.082,6.0,13.1,48.7,0.269,45.5,2.98,5.565,0.36,3.0,58.47,48.97,1.59,29.24,14.62,38.45,21,0,1,0,0,0,0,1,0
ovo631,72.8,3.3,10.4,19.773,7.0,10.9,49.7,0.219,41.4,4.01,7.051,0.38,3.0,64.35,46.02,1.44,32.18,16.09,38.02,21,1,0,0,0,0,0,1,0
ovo632,68.7,4.1,10.5,20.991,6.0,11.4,50.7,0.225,55.3,4.14,6.824,0.38,1.0,60.84,45.99,0.0,30.42,15.21,39.91,21,1,0,0,0,0,0,1,0
ovo633,64.1,4.0,10.4,20.307,6.0,12.4,49.3,0.252,56.5,4.71,7.08,0.42,3.0,58.32,45.12,0.0,29.16,14.58,39.03,21,0,1,0,0,0,0,1,0
ovo634,53.3,3.8,10.6,17.698,6.0,10.5,49.3,0.213,60.2,3.55,5.573,0.38,1.0,55.5,42.21,-1.38,27.75,13.88,37.42,21,0,0,1,0,1,0,0,0
ovo635,61.5,3.5,10.2,19.88,6.0,11.4,50.7,0.225,51.8,2.83,5.839,0.35,2.0,59.68,43.33,1.05,29.84,14.92,38.97,21,0,1,0,0,0,0,1,0
ovo636,61.1,4.3,10.0,19.61,7.0,12.0,50.7,0.237,61.4,4.08,6.711,0.38,2.0,60.19,43.68,0.77,30.1,15.05,37.43,21,0,1,0,0,1,0,0,0
ovo637,63.5,3.4,10.3,18.632,6.0,10.4,51.7,0.201,49.2,3.24,6.448,0.4,2.0,58.31,44.72,0.0,29.16,14.58,39.98,21,0,1,0,0,0,0,1,0
ovo638,62.9,3.1,10.2,19.153,6.0,11.0,49.7,0.221,45.2,2.76,7.185,0.37,3.0,61.46,43.09,1.59,30.73,15.37,38.2,21,0,1,0,0,0,0,1,0
ovo639,63.3,3.3,10.1,19.627,7.0,10.8,50.7,0.213,47.9,3.63,6.67,0.39,2.0,57.55,45.26,0.69,28.78,14.39,41.25,21,0,1,0,0,0,0,1,0
ovo640,71.9,3.0,10.4,22.506,6.0,11.9,52.7,0.226,36.8,3.85,6.569,0.37,2.0,60.89,46.77,1.1,30.45,15.22,41.4,21,1,0,0,0,0,0,1,0
ovo641,67.8,3.5,10.7,20.387,7.0,10.3,53.0,0.194,47.8,4.36,7.606,0.4,1.0,60.69,45.62,1.83,30.35,15.17,39.74,21,1,0,0,0,0,0,1,0
ovo642,58.3,3.6,10.2,17.853,6.0,12.8,47.3,0.271,55.0,2.88,5.924,0.36,3.0,56.94,43.83,1.02,28.47,14.24,37.93,21,0,1,0,0,0,0,1,0
ovo643,75.3,4.3,10.1,20.487,6.0,13.5,50.0,0.27,54.3,3.32,7.147,0.38,1.0,62.64,47.0,1.53,31.32,15.66,42.25,21,1,0,0,0,0,0,1,0
ovo646,64.2,3.5,10.3,17.971,6.0,13.6,44.0,0.309,50.1,5.71,6.511,0.39,2.0,59.23,45.18,1.56,29.62,14.81,37.91,21,0,1,0,0,0,0,1,0
ovo647,62.2,4.1,9.9,18.497,6.0,14.4,44.0,0.327,58.7,4.29,6.249,0.39,1.0,60.53,43.02,-1.5,30.27,15.13,38.19,21,0,1,0,0,0,0,1,0
ovo648,61.7,3.4,10.1,18.871,7.0,13.9,45.3,0.307,50.3,3.38,6.921,0.39,2.0,57.21,45.02,0.0,28.61,14.3,38.43,21,0,1,0,0,0,0,1,0
ovo649,62.2,3.8,10.7,16.652,6.0,10.3,39.0,0.264,55.2,4.53,5.87,0.34,3.0,60.03,45.3,0.0,30.02,15.01,39.29,21,0,1,0,0,0,0,1,0
ovo650,65.4,5.0,10.2,17.988,6.0,11.0,48.7,0.226,66.4,3.75,7.621,0.47,3.0,57.7,45.16,1.04,28.85,14.43,39.39,21,1,0,0,0,1,0,0,0
ovo651,57.9,5.1,10.4,19.149,6.0,11.5,50.3,0.229,70.5,4.63,5.991,0.39,2.0,54.6,45.54,0.67,27.3,13.65,37.24,21,0,1,0,0,1,0,0,0
ovo652,54.3,4.9,10.5,16.931,6.0,12.1,46.7,0.259,70.3,4.52,6.714,0.37,3.0,61.31,45.12,0.0,30.66,15.33,38.92,21,0,0,1,0,1,0,0,0
ovo653,66.1,6.0,10.1,16.992,5.0,16.5,38.3,0.431,74.7,5.5,8.297,0.47,2.0,58.06,44.96,-2.51,29.03,14.52,38.8,21,1,0,0,0,0,1,0,0
ovo654,67.0,3.4,10.6,15.907,6.0,11.0,46.0,0.239,46.9,3.47,5.471,0.37,3.0,55.31,42.76,2.56,27.66,13.83,36.4,21,1,0,0,0,0,0,1,0
ovo655,60.2,4.1,10.5,17.671,7.0,12.3,48.3,0.255,59.7,4.2,6.638,0.4,2.0,56.98,43.13,0.0,28.49,14.25,35.09,21,0,1,0,0,0,0,1,0
ovo656,62.9,6.0,10.8,20.145,6.0,13.5,49.0,0.276,75.8,3.51,6.205,0.37,3.0,61.67,46.0,1.5,30.84,15.42,38.14,21,0,1,0,0,0,1,0,0
ovo658,64.8,4.5,9.9,19.597,6.0,13.9,47.3,0.294,61.7,2.83,5.992,0.43,2.0,58.96,44.99,-0.91,29.48,14.74,39.46,21,0,1,0,0,1,0,0,0
ovo659,63.8,4.1,10.4,20.586,6.0,14.1,47.7,0.296,57.9,5.01,6.533,0.4,4.0,58.23,44.85,1.41,29.12,14.56,38.08,21,0,1,0,0,0,0,1,0
ovo660,63.4,4.6,10.7,19.264,8.0,12.1,51.0,0.237,63.4,2.91,6.549,0.41,4.0,57.47,44.98,1.43,28.74,14.37,38.35,21,0,1,0,0,1,0,0,0
ovo661,67.6,4.5,10.7,20.716,6.0,10.4,48.3,0.215,60.4,4.27,7.292,0.41,4.0,59.49,45.91,1.03,29.75,14.87,38.43,21,1,0,0,0,1,0,0,0
ovo662,63.2,5.4,10.0,19.25,6.0,12.4,43.8,0.283,70.9,1.74,6.182,0.34,2.0,58.34,44.76,0.86,29.17,14.59,37.51,21,0,1,0,0,1,0,0,0
ovo663,62.4,5.4,10.6,18.862,6.0,12.3,111.1,0.111,71.2,4.73,6.193,0.37,2.0,58.65,44.67,0.67,29.33,14.66,37.49,21,0,1,0,0,1,0,0,0
ovo666,67.5,5.3,10.5,20.026,7.0,12.8,48.7,0.263,68.3,4.78,6.923,0.38,4.0,59.2,46.51,0.0,29.6,14.8,39.3,21,1,0,0,0,1,0,0,0
ovo670,64.6,4.6,10.6,19.669,6.0,12.3,48.3,0.255,62.9,3.8,7.199,0.41,3.0,59.27,45.02,0.77,29.64,14.82,39.22,21,0,1,0,0,1,0,0,0
ovo672,51.7,4.4,10.1,15.826,7.0,13.6,45.3,0.3,67.0,2.61,5.112,0.37,2.0,57.13,43.16,-0.66,28.57,14.28,37.09,21,0,0,1,0,1,0,0,0
ovo673,65.6,4.8,10.1,18.157,6.0,13.3,46.3,0.287,64.4,4.3,6.679,0.41,4.0,58.67,45.86,0.0,29.34,14.67,39.51,21,1,0,0,0,1,0,0,0
ovo675,65.6,4.8,10.4,16.863,6.0,13.1,45.3,0.289,64.4,3.23,6.306,0.38,2.0,59.24,46.54,1.07,29.62,14.81,37.57,21,1,0,0,0,1,0,0,0
ovo676,65.6,4.8,10.5,18.079,6.0,12.4,48.0,0.258,64.4,4.33,6.558,0.38,3.0,59.21,44.49,-0.62,29.61,14.8,38.48,21,1,0,0,0,1,0,0,0
ovo677,63.2,7.1,10.2,18.701,7.0,15.0,47.3,0.317,83.4,3.54,6.578,0.37,2.0,59.93,44.95,0.71,29.97,14.98,38.51,21,0,1,0,0,0,1,0,0
ovo680,66.8,7.6,10.0,16.789,5.0,13.8,5.1,0.2706,85.5,3.68,7.263,0.41,3.0,59.85,45.21,-2.07,29.93,14.96,37.74,21,1,0,0,0,0,1,0,0
ovo685,64.2,4.9,10.1,18.868,6.0,13.5,47.3,0.285,66.0,3.92,6.354,0.4,2.0,59.3,44.35,0.0,29.65,14.83,39.17,21,0,1,0,0,1,0,0,0
ovo687,65.0,5.1,10.6,19.753,6.0,12.3,49.3,0.249,67.5,4.47,6.568,0.41,3.0,59.98,44.92,0.0,29.99,15.0,36.45,21,1,0,0,0,1,0,0,0
ovo689,59.7,5.1,9.6,16.974,6.0,16.5,41.3,0.4,69.7,3.57,6.063,0.37,2.0,56.59,45.31,0.61,28.3,14.15,37.56,21,0,1,0,0,1,0,0,0
ovo690,71.2,5.6,10.7,19.64,6.0,12.9,48.3,0.267,69.6,3.59,6.963,0.41,3.0,63.49,46.05,-2.12,31.75,15.87,40.4,21,1,0,0,0,1,0,0,0
ovo693,71.7,5.5,10.7,18.276,6.0,14.0,45.7,0.306,68.5,2.69,7.806,0.42,4.0,62.95,45.96,0.72,31.48,15.74,41.1,21,1,0,0,0,1,0,0,0
ovo694,63.1,7.5,10.1,20.94,1.0,18.1,46.3,0.391,85.9,3.99,6.439,0.37,2.0,58.81,45.09,0.46,29.41,14.7,38.79,21,0,1,0,0,0,1,0,0
ovo695,60.2,4.6,10.5,18.673,6.0,13.8,45.0,0.307,64.9,4.2,6.598,0.39,3.0,60.73,42.65,1.31,30.37,15.18,36.12,21,0,1,0,0,1,0,0,0
ovo696,59.4,4.3,10.6,19.97,6.0,15.6,46.3,0.337,62.3,2.89,5.954,0.37,3.0,55.78,44.71,0.0,27.89,13.95,38.75,21,0,1,0,0,1,0,0,0
ovo697,59.4,3.3,10.7,17.809,6.0,11.4,42.3,0.27,50.5,4.47,6.635,0.4,3.0,56.67,43.59,0.0,28.34,14.17,39.76,21,0,1,0,0,0,0,1,0
ovo698,68.4,6.4,10.6,20.879,6.0,13.0,71.8,0.181,77.0,3.71,7.308,0.41,3.0,60.36,46.0,0.45,30.18,15.09,42.57,21,1,0,0,0,0,1,0,0
ovo699,64.4,6.3,10.8,18.945,6.0,12.6,10.9,0.1156,77.5,3.44,6.817,0.41,2.0,59.98,44.66,0.0,29.99,15.0,38.33,21,0,1,0,0,0,1,0,0
ovo700,62.2,6.4,10.7,19.498,6.0,12.6,20.4,0.618,79.0,3.92,6.059,0.37,2.0,59.33,43.75,0.96,29.67,14.83,39.07,21,0,1,0,0,0,1,0,0
ovo702,68.0,3.4,10.4,19.691,6.0,14.4,45.7,0.315,46.2,3.73,6.489,0.39,4.0,62.84,45.96,1.42,31.42,15.71,40.74,21,1,0,0,0,0,0,1,0
ovo704,73.0,3.6,10.7,17.74,6.0,11.3,40.0,0.283,46.0,3.59,6.96,0.38,3.0,64.75,45.97,1.06,32.38,16.19,40.63,21,1,0,0,0,0,0,1,0
ovo705,60.6,4.0,10.7,17.288,6.0,11.6,50.0,0.232,58.4,3.83,6.05,0.37,3.0,57.16,43.92,1.92,28.58,14.29,38.91,21,0,1,0,0,0,0,1,0
ovo706,66.7,3.1,10.5,21.139,6.0,11.4,53.3,0.214,42.5,3.48,6.611,0.39,2.0,58.63,46.07,0.41,29.32,14.66,40.17,21,1,0,0,0,0,0,1,0
ovo707,67.7,2.5,10.9,20.514,6.0,11.5,51.3,0.224,30.4,4.43,6.879,0.4,3.0,59.45,45.7,0.51,29.73,14.86,38.87,21,1,0,0,0,0,0,0,1
ovo708,66.9,3.4,10.6,18.943,6.0,12.1,39.0,0.31,47.0,4.85,6.499,0.38,3.0,57.55,46.18,0.0,28.78,14.39,38.13,21,1,0,0,0,0,0,1,0
ovo709,66.4,5.4,10.4,19.993,6.0,13.4,47.3,0.283,69.6,4.0,6.821,0.41,2.0,57.9,45.55,1.21,28.95,14.48,40.81,21,1,0,0,0,1,0,0,0
ovo712,60.3,4.0,10.7,18.247,7.0,12.5,46.7,0.268,58.6,3.78,5.537,0.37,2.0,57.52,44.16,0.0,28.76,14.38,39.15,21,0,1,0,0,0,0,1,0
ovo713,57.0,5.6,10.5,17.28,6.0,12.0,84.3,0.142,74.9,4.38,5.839,0.38,1.0,56.07,42.87,0.0,28.04,14.02,38.35,21,0,1,0,0,0,1,0,0
ovo714,53.8,3.9,10.4,17.243,6.0,11.5,47.0,0.245,61.0,5.11,5.608,0.4,3.0,54.26,42.37,0.0,27.13,13.57,37.38,21,0,0,1,0,1,0,0,0
ovo715,61.9,3.1,10.5,17.449,6.0,11.4,46.7,0.244,45.9,2.73,5.782,0.36,3.0,58.47,44.44,0.68,29.24,14.62,37.56,21,0,1,0,0,0,0,1,0
ovo716,59.1,4.0,10.7,17.91,7.0,11.1,49.0,0.227,59.2,3.93,5.755,0.38,2.0,58.6,43.25,-0.94,29.3,14.65,38.03,21,0,1,0,0,0,0,1,0
ovo717,58.1,4.3,10.4,15.91,6.0,14.5,43.7,0.332,62.9,4.79,5.237,0.35,2.0,59.19,43.3,0.5,29.6,14.8,37.25,21,0,1,0,0,1,0,0,0
ovo718,68.9,4.0,10.2,18.885,6.0,15.8,47.0,0.336,53.9,3.87,6.398,0.4,2.0,61.73,45.12,2.77,30.87,15.43,41.06,21,1,0,0,0,0,0,1,0
ovo720,60.2,6.5,10.2,17.888,6.0,13.4,33.5,0.4,80.3,3.81,5.445,0.37,3.0,58.34,43.96,0.0,29.17,14.59,36.93,21,0,1,0,0,0,1,0,0
ovo721,65.6,4.3,10.3,20.141,6.0,15.1,46.3,0.326,59.2,4.8,6.815,0.4,2.0,60.5,44.13,-1.06,30.25,15.13,39.42,21,1,0,0,0,0,0,1,0
ovo722,59.1,2.9,10.7,15.919,6.0,11.0,46.0,0.239,44.9,2.15,4.247,0.28,1.0,59.71,44.27,-0.83,29.86,14.93,38.2,21,0,1,0,0,0,0,1,0
ovo724,58.4,5.6,10.5,16.647,6.0,13.0,47.0,0.277,74.4,3.41,6.243,0.41,4.0,58.24,43.77,1.71,29.12,14.56,37.81,21,0,1,0,0,0,1,0,0
ovo725,63.9,6.6,10.2,21.005,7.0,14.0,48.0,0.292,79.8,4.55,6.775,0.42,2.0,61.31,43.94,0.0,30.66,15.33,38.82,21,0,1,0,0,0,1,0,0
ovo726,60.1,3.1,10.5,17.722,6.0,11.8,40.0,0.295,47.2,5.2,7.305,0.41,3.0,57.36,43.35,0.0,28.68,14.34,36.88,21,0,1,0,0,0,0,1,0
ovo727,63.1,6.9,10.8,20.079,7.0,11.6,19.3,0.601,82.1,4.93,6.321,0.41,1.0,58.17,44.78,1.78,29.09,14.54,38.18,21,0,1,0,0,0,1,0,0
ovo728,59.9,6.3,10.4,17.846,7.0,13.8,45.3,0.305,79.0,3.69,5.818,0.38,2.0,58.98,43.43,0.0,29.49,14.75,37.68,21,0,1,0,0,0,1,0,0
ovo729,59.5,5.1,10.5,16.042,6.0,12.6,47.0,0.268,69.8,3.9,5.828,0.39,2.0,55.1,45.07,0.0,27.55,13.78,39.7,21,0,1,0,0,1,0,0,0
ovo730,50.2,4.1,10.7,16.352,7.0,10.4,47.7,0.218,64.9,2.68,4.558,0.35,1.0,53.61,41.92,0.41,26.81,13.4,36.29,21,0,0,1,0,1,0,0,0
ovo731,67.8,6.4,10.9,18.663,7.0,12.5,47.3,0.264,77.2,3.23,6.792,0.38,2.0,58.26,47.04,0.0,29.13,14.57,42.34,21,1,0,0,0,0,1,0,0
ovo732,63.8,3.3,10.6,17.926,7.0,11.6,54.0,0.215,47.6,4.21,7.18,0.42,1.0,60.92,43.34,0.48,30.46,15.23,38.28,21,0,1,0,0,0,0,1,0
ovo733,61.7,4.3,10.2,18.701,6.0,16.4,44.0,0.373,61.1,2.55,5.843,0.37,3.0,58.79,44.63,1.01,29.4,14.7,38.55,21,0,1,0,0,1,0,0,0
ovo734,62.2,6.5,10.5,19.103,6.0,13.3,76.2,0.175,79.7,3.76,6.384,0.37,3.0,56.89,44.52,1.42,28.45,14.22,38.15,21,0,1,0,0,0,1,0,0
ovo737,62.9,7.5,10.5,19.657,6.0,12.4,23.4,0.53,85.9,4.41,6.933,0.41,3.0,60.37,43.98,-0.9,30.19,15.09,39.37,21,0,1,0,0,0,1,0,0
ovo739,60.5,4.4,10.7,18.233,6.0,13.6,45.3,0.3,62.8,4.75,6.916,0.4,2.0,55.39,44.69,0.0,27.7,13.85,39.39,21,0,1,0,0,1,0,0,0
ovo740,64.4,6.6,10.5,16.866,7.0,13.1,47.0,0.279,79.7,3.5,6.616,0.39,1.0,57.94,45.19,0.0,28.97,14.49,40.28,21,0,1,0,0,0,1,0,0
ovo741,57.0,6.3,10.6,17.943,7.0,13.5,48.3,0.28,80.0,4.15,5.616,0.39,2.0,56.17,42.88,-1.09,28.09,14.04,37.83,21,0,1,0,0,0,1,0,0
ovo742,68.8,6.1,10.8,18.209,6.0,12.1,93.0,0.13,74.5,3.42,6.808,0.38,2.0,62.85,44.95,-1.08,31.43,15.71,40.21,21,1,0,0,0,0,1,0,0
ovo743,59.6,6.3,10.7,17.07,6.0,12.6,46.7,0.27,79.1,4.58,6.189,0.39,1.0,56.83,44.34,0.0,28.42,14.21,37.45,21,0,1,0,0,0,1,0,0
ovo744,60.6,3.0,10.6,16.997,6.0,11.5,50.3,0.229,45.3,2.71,6.79,0.39,3.0,58.26,43.85,0.0,29.13,14.57,37.62,21,0,1,0,0,0,0,1,0
ovo747,53.0,3.5,10.6,15.267,5.0,11.5,45.3,0.254,57.0,4.55,5.436,0.37,2.0,54.27,42.33,0.74,27.14,13.57,37.62,21,0,0,1,0,0,0,1,0
ovo749,65.4,6.3,10.6,18.219,6.0,13.4,47.0,0.285,77.2,5.05,5.637,0.39,2.0,60.86,44.41,0.59,30.43,15.22,38.0,21,1,0,0,0,0,1,0,0
ovo750,62.8,6.3,10.2,20.054,6.0,13.5,49.3,0.274,78.1,3.54,6.103,0.39,2.0,58.5,44.65,2.67,29.25,14.63,39.89,21,0,1,0,0,0,1,0,0
ovo751,63.2,6.1,10.6,19.215,7.0,13.6,47.3,0.288,76.5,4.7,5.981,0.37,2.0,60.22,44.27,0.75,30.11,15.06,38.89,21,0,1,0,0,0,1,0,0
ovo752,61.7,3.1,10.5,19.225,7.0,11.8,50.3,0.235,46.0,1.69,5.956,0.36,4.0,60.72,40.21,0.0,30.36,15.18,37.44,21,0,1,0,0,0,0,1,0
ovo753,59.2,5.5,10.6,16.575,6.0,12.3,110.5,0.111,73.3,1.65,5.952,0.39,2.0,57.42,44.03,0.85,28.71,14.36,37.21,21,0,1,0,0,0,1,0,0
ovo754,56.4,4.1,10.7,15.82,6.0,11.6,44.3,0.262,61.7,5.19,6.223,0.39,1.0,55.89,42.98,1.53,27.95,13.97,36.45,21,0,1,0,0,1,0,0,0
ovo756,63.2,3.6,10.6,18.972,6.0,10.8,35.0,0.309,52.1,2.38,5.579,0.35,2.0,58.65,46.11,0.0,29.33,14.66,41.29,21,0,1,0,0,0,0,1,0
ovo757,64.0,6.6,10.6,19.851,7.0,12.1,27.8,0.435,79.8,3.28,6.389,0.39,3.0,61.65,44.16,2.29,30.83,15.41,39.07,21,0,1,0,0,0,1,0,0
ovo759,58.0,5.0,9.8,17.939,6.0,14.8,45.0,0.329,69.6,4.37,6.557,0.38,3.0,58.85,43.04,0.0,29.43,14.71,38.49,21,0,1,0,0,1,0,0,0
ovo760,62.8,4.9,10.4,16.45,7.0,10.8,43.0,0.251,66.6,2.61,6.008,0.36,2.0,60.04,44.54,0.0,30.02,15.01,39.4,21,0,1,0,0,1,0,0,0
ovo761,59.3,2.6,10.4,16.883,6.0,12.8,41.0,0.312,39.8,4.82,6.48,0.4,2.0,55.81,44.22,0.44,27.91,13.95,37.8,21,0,1,0,0,0,0,1,0
ovo762,60.0,4.8,10.6,17.394,6.0,10.9,38.3,0.285,66.9,3.66,6.015,0.39,2.0,60.27,42.8,0.5,30.14,15.07,38.26,21,0,1,0,0,1,0,0,0
ovo763,75.0,7.3,10.8,19.142,6.0,12.8,112.1,0.114,81.3,4.44,6.734,0.38,2.0,62.61,47.18,0.87,31.31,15.65,40.94,21,1,0,0,0,0,1,0,0
ovo764,61.0,7.3,10.3,18.918,6.0,12.0,49.2,0.244,85.2,4.08,5.776,0.36,1.0,57.9,44.37,0.0,28.95,14.48,38.99,21,0,1,0,0,0,1,0,0
ovo765,64.7,2.5,10.5,17.03,6.0,11.4,44.0,0.259,33.2,5.91,6.923,0.41,2.0,59.02,44.74,2.62,29.51,14.76,39.53,21,0,1,0,0,0,0,1,0
ovo766,63.4,4.9,10.1,19.725,6.0,14.5,40.0,0.363,66.3,3.42,6.686,0.39,2.0,62.32,44.8,0.66,31.16,15.58,39.02,21,0,1,0,0,1,0,0,0
ovo767,76.4,7.4,10.7,20.242,6.0,11.6,71.3,0.163,81.6,1.77,7.284,0.37,2.0,63.72,47.77,1.35,31.86,15.93,40.92,21,1,0,0,0,0,1,0,0
ovo768,65.7,6.0,10.6,19.667,6.0,11.4,109.2,0.104,74.8,3.99,7.359,0.4,3.0,61.72,44.87,0.51,30.86,15.43,38.99,21,1,0,0,0,0,1,0,0
ovo769,58.2,5.9,10.5,17.44,7.0,12.3,92.3,0.133,76.7,5.05,6.299,0.39,2.0,55.86,43.99,1.08,27.93,13.97,37.94,21,0,1,0,0,0,1,0,0
ovo770,60.3,3.0,10.4,19.293,6.0,11.3,51.0,0.222,45.5,4.23,5.531,0.36,2.0,59.6,43.71,0.92,29.8,14.9,38.82,21,0,1,0,0,0,0,1,0
